date,time,user_id,free_text,phase,task_number,trial_number,diff_rating,perf_rating,practice_mode,bpm,number_of_bars,complexityLevel,note_hold_time_right,timing_right,n_missing_notes_right,n_extra_notes_right,Summed_right,note_hold_time_left,timing_left,n_missing_notes_left,n_extra_notes_left,Summed_left,,
2022-05-18,10:20:43,Enter ID,Free text,,,,,,None,80,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.ONE_NOTE: 2>, [0.25], 'right')",0.2021111111,0.02452631579,0,0,0.2266374269,0,0,0,0,0,,
2022-05-18,10:43:12,Enter ID,Free text,,,,,,None,80,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.ONE_NOTE: 2>, [0.25], 'right')",0.3391388889,0.02479166667,0.04166666667,0,0.4055972222,0,0,0,0,0,,
2022-05-18,10:49:01,3,Free text,calibration,1,1,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.09908333333,0.1015454545,0.2727272727,0,0.7006287879,0,0,0,0,0,,
2022-05-18,10:50:18,3,Free text,calibration,1,2,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1074166667,0.06418181818,0.1818181818,0,0.6261439394,0,0,0,0,0,,
2022-05-18,10:52:08,3,Free text,calibration,1,3,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1074444444,0.05118181818,0.2272727273,0,0.6131717172,0,0,0,0,0,,
2022-05-18,10:56:42,3,Free text,calibration,2,1,,,None,75,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3064722222,0.4097058824,0,0,0.775001634,0,0,0,0,0,,
2022-05-18,10:57:43,3,Free text,calibration,2,2,,,None,75,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.29025,0.24,0,0,0.53025,0,0,0,0,0,,
2022-05-18,10:58:52,3,Free text,calibration,2,3,,,None,75,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2866944444,0.2025882353,0,0,0.4892826797,0,0,0,0,0,,
2022-05-18,11:03:30,3,Free text,calibration,3,1,,,None,37,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.8040183889,0.9863561579,0,0.05263157895,1.843006126,0,0,0,0,0,,
2022-05-18,11:06:17,3,Free text,calibration,3,2,,,None,37,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.6966227778,0.5748094211,0.1052631579,0,1.639853251,0,0,0,0,0,,
2022-05-18,11:07:38,3,Free text,calibration,3,3,,,None,37,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.7067683889,0.1792016316,0,0,0.8859700205,0,0,0,0,0,,
2022-05-18,11:12:33,3,Free text,calibration,4,1,,,None,56,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3841107778,0.1506467368,0.05263157895,0,0.6926522515,0,0,0,0,0,,
2022-05-18,11:13:50,3,Free text,calibration,4,2,,,None,56,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3546941111,0.2098494737,0.05263157895,0,0.8277014795,0,0,0,0,0,,
2022-05-18,11:14:47,3,Free text,calibration,4,3,,,None,56,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2917536667,0.09507515789,0.1578947368,0,0.5973551404,0,0,0,0,0,,
2022-05-18,11:24:41,Enter ID,Free text,calibration,4,?,,,None,56,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.43704425,0.1795261053,0,0,0.6165703553,0,0,0,0,0,,
2022-05-18,11:29:00,3,Free text,calibration,5,1,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.208187125,0.12142825,0.3125,0,0.704615375,0,0,0,0,0,,
2022-05-18,11:31:13,3,Free text,calibration,5,2,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2783343125,0.129429375,0,0,0.4077636875,0,0,0,0,0,,
2022-05-18,11:42:54,3,Free text,practice,1,1,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3213431875,0.069381,0,0,0.3907241875,0,0,0,0,0,,
2022-05-18,11:44:01,3,Free text,practice,1,2,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3207181875,0.07351611111,0,0,0.4497898542,0,0,0,0,0,,
2022-05-18,11:44:49,3,Free text,practice,1,3,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3235931875,0.03210322222,0,0,0.3556964097,0,0,0,0,0,,
2022-05-18,11:45:18,3,Free text,practice,1,4,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.0239106875,0,1.111111111,0,1.190577354,0,0,0,0,0,,
2022-05-18,11:46:55,3,Free text,practice,1,5,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3141556875,0.02749211111,0,0,0.3416477986,0,0,0,0,0,,
2022-05-18,11:47:42,3,Free text,practice,1,6,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3214369375,0.03653255556,0,0,0.4135250486,0,0,0,0,0,,
2022-05-18,11:48:26,3,Free text,practice,1,7,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3338119375,0.02473077778,0,0,0.3585427153,0,0,0,0,0,,
2022-05-18,11:52:14,3,Free text,practice,2,1,,,None,56,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.427588875,0.026693,0,0,0.454281875,0,0,0,0,0,,
2022-05-18,11:53:09,3,Free text,practice,2,2,,,None,56,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.434026375,0.037093,0,0,0.471119375,0,0,0,0,0,,
2022-05-18,11:54:01,3,Free text,practice,2,3,,,None,56,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.417088875,0.0489714,0,0,0.466060275,0,0,0,0,0,,
2022-05-18,11:54:52,3,Free text,practice,2,4,,,None,56,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.425026375,0.044543,0,0,0.469569375,0,0,0,0,0,,
2022-05-18,11:55:44,3,Free text,practice,2,5,,,None,56,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.400526375,0.0430502,0,0,0.443576575,0,0,0,0,0,,
2022-05-18,11:58:33,3,Free text,practice,3,1,,,None,84,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1921201563,0.04727607143,0,0,0.2393962277,0,0,0,0,0,,
2022-05-18,11:59:10,3,Free text,practice,3,2,,,None,84,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2008389063,0.03370464286,0,0,0.2345435491,0,0,0,0,0,,
2022-05-18,11:59:48,3,Free text,practice,3,3,,,None,84,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1974639062,0.07021392857,0,0,0.3391064063,0,0,0,0,0,,
2022-05-18,12:00:24,3,Free text,practice,3,4,,,None,84,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1962764063,0.02844892857,0,0,0.2247253348,0,0,0,0,0,,
2022-05-18,12:00:57,3,Free text,practice,3,5,,,None,84,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1971826562,0.03196892857,0,0,0.2291515848,0,0,0,0,0,,
2022-05-18,12:01:34,3,Free text,practice,3,6,,,None,84,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.19473625,0.02366321429,0.07142857143,0,0.2898280357,0,0,0,0,0,,
2022-05-18,12:07:35,3,Free text,practice,4,1,,,None,91,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.205826875,0.02747375,0,0,0.233300625,0,0,0,0,0,,
2022-05-18,12:08:16,3,Free text,practice,4,2,,,None,91,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.212264375,0.04768125,0,0,0.259945625,0,0,0,0,0,,
2022-05-18,12:08:54,3,Free text,practice,4,3,,,None,91,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.222701875,0.02641125,0,0,0.249113125,0,0,0,0,0,,
2022-05-18,12:09:28,3,Free text,practice,4,4,,,None,91,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.226639375,0.03095375,0,0,0.257593125,0,0,0,0,0,,
2022-05-18,12:09:59,3,Free text,practice,4,5,,,None,91,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.215201875,0.03084875,0,0,0.246050625,0,0,0,0,0,,
2022-05-18,12:10:31,3,Free text,practice,4,6,,,None,91,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.215576875,0.03289125,0,0,0.248468125,0,0,0,0,0,,
2022-05-18,12:47:52,3,Free text,retention,1,1,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3350931875,0.05030144444,0,0,0.3853946319,0,0,0,0,0,,
2022-05-18,12:48:40,3,Free text,retention,1,2,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3264369375,0.1435078889,0,0.05555555556,0.5255003819,0,0,0,0,0,,
2022-05-18,12:49:27,3,Free text,retention,1,3,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3188431875,0.04120677778,0,0,0.3600499653,0,0,0,0,0,,
2022-05-18,12:52:56,3,Free text,retention,2,1,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3314458125,0.0313713,0,0,0.3628171125,0,0,0,0,0,,
2022-05-18,12:53:36,3,Free text,retention,2,2,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3311645625,0.0394935,0,0,0.3706580625,0,0,0,0,0,,
2022-05-18,12:54:14,3,Free text,retention,2,3,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.3428520625,0.0282077,0,0,0.3710597625,0,0,0,0,0,,
2022-05-18,12:55:46,3,Free text,retention,3,1,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2261691875,0.028235,0,0,0.2544041875,0,0,0,0,0,,
2022-05-18,12:56:25,3,Free text,retention,3,2,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.0141294375,0,1.142857143,0,1.15698658,0,0,0,0,0,,
2022-05-18,12:57:02,3,Free text,retention,3,3,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2485441875,0.04763357143,0,0,0.2961777589,0,0,0,0,0,,
2022-05-18,12:57:39,3,Free text,retention,3,4,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2367629375,0.03905157143,0,0,0.2758145089,0,0,0,0,0,,
2022-05-18,12:59:03,3,Free text,retention,4,1,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2679905625,0.042589875,0,0,0.3105804375,0,0,0,0,0,,
2022-05-18,13:00:20,3,Free text,retention,4,2,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2691468125,0.048455625,0,0,0.3176024375,0,0,0,0,0,,
2022-05-18,13:00:59,3,Free text,retention,4,3,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.2790843125,0.032134625,0,0,0.3112189375,0,0,0,0,0,,
2022-05-18,13:06:36,3,Free text,test,,,,,None,130,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1492902778,0.02446863636,0,0,0.1737589141,0,0,0,0,0,,
2022-05-18,13:08:10,3,Free text,test,,,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1039166667,0.05422222222,0.1111111111,0,0.3803611111,0,0,0,0,0,,
2022-05-18,13:08:41,3,Free text,test,,,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1078888889,0.032,0,0,0.1954444444,0,0,0,0,0,,
2022-05-18,13:09:10,3,Free text,test,,,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1100833333,0.04622222222,0,0,0.1563055556,0,0,0,0,0,,
2022-05-18,13:09:41,3,Free text,test,,,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1039722222,0.02238888889,0.05555555556,0,0.2374722222,0,0,0,0,0,,
2022-05-18,13:10:12,3,Free text,test,,,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",0.1050555556,0.03494444444,0,0,0.14,0,0,0,0,0,,
2022-05-18,15:56:49,Enter ID,Free text,,,,,,,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",,0.09609375,0.1885294118,0.05882352941,0.1176470588,0.5199172794,0,0,0,0,0
2022-05-18,15:58:20,Enter ID,Free text,,,,,,2022_05_18-15_56_49.xml,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",,0.0844375,0.02723529412,0,0,0.1116727941,0,0,0,0,0
2022-05-18,16:01:28,Enter ID,Free text,,,,,,2022_05_18-15_56_49.xml,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",,0.06697222222,0.02116666667,0,0,0.08813888889,0,0,0,0,0
2022-05-18,16:02:45,Enter ID,Free text,,,,,,2022_05_18-15_56_49.xml,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",,0.07102777778,0.02288888889,0,0,0.09391666667,0,0,0,0,0
2022-05-18,16:18:06,Enter ID,Free text,,,,,,,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_05_18-12_07_35.mid,0.112093375,0.085643125,0.0625,0,0.2602365,0,0,0,0,0
2022-05-18,16:30:56,Enter ID,Free text,,,,,,2022_05_18-16_18_06.xml,None,70,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_05_18-12_07_35.mid,0.1197675625,0.829642375,0,0.0625,1.324409937,0,0,0,0,0
2022-05-18,16:40:40,Enter ID,Free text,,,,,,2022_05_18-16_40_40.xml,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",,0.08471875,0.03793333333,0,0,0.1226520833,0,0,0,0,0
2022-05-18,16:41:28,Enter ID,Free text,,,,,,2022_05_18-16_40_40.xml,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",,0.08259375,0.02453333333,0.06666666667,0,0.17379375,0,0,0,0,0
2022-05-18,16:43:06,Enter ID,Free text,,,,,,2022_05_18-16_40_40.xml,None,50,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_05_18-13_08_10.mid,0.1330277778,0.04194444444,0,0,0.1749722222,0,0,0,0,0
2022-05-18,16:48:32,Enter ID,Free text,,,,,,2022_05_18-16_48_32.xml,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",,0.10484375,0.032875,0,0,0.13771875,0,0,0,0,0
2022-05-18,16:49:15,Enter ID,Free text,,,,,,2022_05_18-16_48_32.xml,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",,0.1275625,0.01825,0,0,0.1458125,0,0,0,0,0
2022-05-18,16:57:09,Enter ID,Free text,,,,,,2022_05_18-16_57_09.xml,None,155,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",D:/Jason/comp_scaffold/DexmoPiano/output/2022_05_18-16_40_40.mid,0.0577445,0.0287808,0,0,0.0865253,0,0,0,0,0