date,time,user_id,free_text,phase,task_number,trial_number,diff_rating,perf_rating,practice_mode,bpm,number_of_bars,complexityLevel,note_hold_time_right,timing_right,n_missing_notes_right,n_extra_notes_right,Summed_right,note_hold_time_left,timing_left,n_missing_notes_left,n_extra_notes_left,Summed_left
2022-04-28,15:07:30,Enter ID,Free text,calibration,1,1,,,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.035375,0,1,0,1.035375,0,0,0,0,0
2022-04-28,15:19:33,Enter ID,Free text,calibration,1,2,,,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.17659375,0.8108333333,0,1.5,3.487427083,0,0,0,0,0
2022-04-28,15:19:54,Enter ID,Free text,calibration,1,3,,,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.2375,0.9485833333,0,1.666666667,4.10275,0,0,0,0,0
2022-04-28,15:21:10,Enter ID,Free text,calibration,1,4,,,None,100,7,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.5, 0.25], 'right')",0.20246875,0.8545833333,0,0.5,2.22371875,0,0,0,0,0
2022-04-28,15:39:47,Enter ID,Free text,calibration,2,1,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.09111111111,0.2165,0,0,0.3076111111,0,0,0,0,0
2022-04-28,15:42:18,Enter ID,Free text,calibration,2,2,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.07058333333,0.1198636364,0.04545454545,0,0.2359015152,0,0,0,0,0
2022-04-28,15:43:06,Enter ID,Free text,calibration,2,3,,,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04886111111,0.01986363636,0.04545454545,0,0.1141792929,0,0,0,0,0
2022-04-28,15:45:13,Enter ID,Free text,calibration,3,1,,,None,225,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.08984216667,0.099512,0,0.07142857143,0.4750684524,0,0,0,0,0
2022-04-28,15:48:15,Enter ID,Free text,calibration,3,2,,,None,225,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.1169625556,0.1893095,0,0.07142857143,0.8419863413,0,0,0,0,0
2022-04-28,15:48:50,Enter ID,Free text,calibration,3,3,,,None,225,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.09127741667,0.1021070714,0.1071428571,0,0.586241631,0,0,0,0,0
2022-04-28,15:50:25,Enter ID,Free text,calibration,4,1,,,None,187,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.08010263889,0.09059720588,0,0.05882352941,0.7001116095,0,0,0,0,0
2022-04-28,15:51:07,Enter ID,Free text,calibration,4,2,,,None,187,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.070655,0.04907610294,0.1470588235,0.02941176471,0.41384875,0,0,0,0,0
2022-04-28,15:51:35,Enter ID,Free text,calibration,4,3,,,None,187,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.08964611111,0.08353838235,0,0,0.5849491993,0,0,0,0,0
2022-04-28,16:21:48,Enter ID,Free text,practice,1,1,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.03972705556,0.02918922857,0.08571428571,0.02857142857,0.1832019984,0,0,0,0,0
2022-04-28,16:26:48,Enter ID,Free text,practice,1,2,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.06308736111,0.03671014286,0,0,0.1283689325,0,0,0,0,0
2022-04-28,16:27:24,Enter ID,Free text,practice,1,3,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04167794444,0.01253125714,0,0,0.05420920159,0,0,0,0,0
2022-04-28,16:27:54,Enter ID,Free text,practice,1,4,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.05291284722,0.01396397143,0.05714285714,0,0.1525911044,0,0,0,0,0
2022-04-28,16:28:24,Enter ID,Free text,practice,1,5,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.0432335,0.01413291429,0,0,0.05736641429,0,0,0,0,0
2022-04-28,16:28:48,Enter ID,Free text,practice,1,6,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04584702778,0.01530682857,0,0,0.06115385635,0,0,0,0,0
2022-04-28,16:29:10,Enter ID,Free text,practice,1,7,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04309541667,0.01502277143,0,0,0.0581181881,0,0,0,0,0
2022-04-28,16:31:59,Enter ID,Free text,practice,2,1,,,None,135,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.1123022778,0.08314472727,0.06060606061,0,0.286356096,0,0,0,0,0
2022-04-28,16:32:36,Enter ID,Free text,practice,2,2,,,None,135,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04557088889,0.01719890909,0,0,0.06276979798,0,0,0,0,0
2022-04-28,16:33:12,Enter ID,Free text,practice,2,3,,,None,135,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.1127498333,0.09182490909,0.1212121212,0,0.4773020152,0,0,0,0,0
2022-04-28,16:33:53,Enter ID,Free text,practice,2,4,,,None,135,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.05932388889,0.01776448485,0,0,0.07708837374,0,0,0,0,0
2022-04-28,16:34:22,Enter ID,Free text,practice,2,5,,,None,135,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.06873755556,0.03343115152,0,0.0303030303,0.1627747677,0,0,0,0,0
2022-04-28,16:34:54,Enter ID,Free text,practice,2,6,,,None,135,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.055216,0.02095309091,0.0303030303,0,0.1064721212,0,0,0,0,0
2022-04-28,16:39:04,Enter ID,Free text,practice,3,1,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.09979227778,0.121904697,0.06060606061,0,0.6156363687,0,0,0,0,0
2022-04-28,16:42:37,Enter ID,Free text,practice,3,2,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04700644444,0.01647363636,0,0,0.06348008081,0,0,0,0,0
2022-04-28,16:43:09,Enter ID,Free text,practice,3,3,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.03924919444,0.01889459091,0,0.04545454545,0.1035983308,0,0,0,0,0
2022-04-28,16:43:34,Enter ID,Free text,practice,3,4,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.03744525,0.017249,0.04545454545,0,0.1001487955,0,0,0,0,0
2022-04-28,16:43:58,Enter ID,Free text,practice,3,5,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.06186111111,0.04321672727,0,0,0.1050778384,0,0,0,0,0
2022-04-28,16:44:19,Enter ID,Free text,practice,3,6,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.03802294444,0.02258168182,0,0,0.06060462626,0,0,0,0,0
2022-04-28,16:44:43,Enter ID,Free text,practice,3,7,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04453583333,0.01832081818,0,0,0.06285665152,0,0,0,0,0
2022-04-28,16:45:17,Enter ID,Free text,practice,3,8,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04641586111,0.01825427273,0,0,0.06467013384,0,0,0,0,0
2022-04-28,16:48:02,Enter ID,Free text,practice,4,1,,,None,202,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.05562480556,0.0307884,0,0.03333333333,0.2197465389,0,0,0,0,0
2022-04-28,16:48:36,Enter ID,Free text,practice,4,2,,,None,202,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.09287319444,0.10581715,0.1,0,0.5320236778,0,0,0,0,0
2022-04-28,16:49:14,Enter ID,Free text,practice,4,3,,,None,202,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.093135875,0.08340483333,0.1666666667,0,0.643207375,0,0,0,0,0
2022-04-28,16:49:46,Enter ID,Free text,practice,4,4,,,None,202,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.07444304167,0.06277318333,0.03333333333,0,0.237216225,0,0,0,0,0
2022-04-28,16:50:56,Enter ID,Free text,practice,4,5,,,None,202,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.07434058333,0.04800748333,0.06666666667,0,0.3223480667,0,0,0,0,0
2022-04-28,16:51:27,Enter ID,Free text,practice,4,6,,,None,202,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.06133494444,0.03360458333,0.06666666667,0,0.2616061944,0,0,0,0,0
2022-04-28,16:52:33,Enter ID,Free text,practice,5,1,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04618579167,0.01532753333,0.2,0.03333333333,0.361513325,0,0,0,0,0
2022-04-28,16:56:56,Enter ID,Free text,practice,5,2,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.05425805556,0.0217290303,0,0,0.07598708586,0,0,0,0,0
2022-04-28,16:57:27,Enter ID,Free text,practice,5,3,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.06798269444,0.03987351515,0.0303030303,0.06060606061,0.2593713611,0,0,0,0,0
2022-04-28,16:57:54,Enter ID,Free text,practice,5,4,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.05400563889,0.01938515152,0.0303030303,0,0.1036938207,0,0,0,0,0
2022-04-28,17:01:13,Enter ID,Free text,practice,5,5,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.07392693056,0.08722068182,0.09090909091,0,0.3884203396,0,0,0,0,0
2022-04-28,17:01:48,Enter ID,Free text,practice,5,6,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.04970169444,0.02944136364,0.04545454545,0,0.1245976035,0,0,0,0,0
2022-04-28,17:02:19,Enter ID,Free text,practice,5,7,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.05761997222,0.01647495455,0,0,0.07409492677,0,0,0,0,0
2022-04-28,17:04:00,Enter ID,Free text,practice,5,8,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.06927938889,0.0394971,0,0,0.2087764889,0,0,0,0,0
2022-04-28,17:04:37,Enter ID,Free text,practice,5,9,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.06629931944,0.0222942,0.03333333333,0,0.1552601861,0,0,0,0,0
2022-04-28,17:05:08,Enter ID,Free text,practice,5,10,,,None,169,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.5, 0.25, 0.125], 'right')",0.07689855556,0.06896473333,0.06666666667,0,0.2458632889,0,0,0,0,0